251	144	249	78	189	 2	3
251	144	249	78	189	 2	1
251	130	249	57	189	37	3
251	116	249	40	189	68	3
251	99	249	23	189	102	3
251	81	249	 9	189	134	3
251	58	248	251	189	171	3
251	33	248	238	189	209	3
251	 4	248	225	189	251	3
250	232	248	218	190	30	3
250	203	248	213	190	64	3
250	177	248	210	190	93	3
250	148	248	211	190	121	3
250	115	248	212	190	153	3
250	115	248	212	190	153	2
251	140	249	91	188	249	3
251	140	249	91	188	249	1
251	120	249	111	188	249	3
251	104	249	131	188	245	3
251	89	249	152	188	239	3
251	72	249	176	188	232	3
251	53	249	207	188	220	3
251	33	249	239	188	208	3
251	14	250	13	188	197	3
250	247	250	52	188	181	3
250	228	250	80	188	172	3
250	206	250	107	188	167	3
250	189	250	116	188	175	3
250	178	250	112	188	190	3
250	169	250	99	188	212	3
250	161	250	86	188	233	3
250	146	250	72	189	 6	3
250	130	250	56	189	38	3
250	115	250	43	189	66	3
250	95	250	32	189	97	3
250	74	250	21	189	129	3
250	52	250	16	189	156	3
250	29	250	11	189	184	3
250	 4	250	 7	189	213	3
249	243	250	 2	189	235	3
249	245	249	240	189	251	3
250	 1	249	223	190	 0	3
250	14	249	219	189	247	3
250	36	249	209	189	235	3
250	54	249	201	189	225	3
250	72	249	189	189	219	3
250	86	249	183	189	211	3
250	86	249	183	189	211	2
251	80	249	84	189	60	3
251	80	249	84	189	60	1
251	67	249	107	189	50	3
251	50	249	135	189	39	3
251	34	249	158	189	32	3
251	23	249	175	189	26	3
251	11	249	194	189	19	3
250	254	249	215	189	11	3
250	240	249	237	189	 3	3
250	226	250	 6	188	248	3
250	214	250	26	188	240	3
250	201	250	50	188	229	3
250	201	250	50	188	229	2
251	10	249	58	189	156	3
251	10	249	58	189	156	1
250	255	249	79	189	146	3
250	244	249	99	189	137	3
250	233	249	120	189	127	3
250	221	249	144	189	115	3
250	212	249	161	189	107	3
250	201	249	181	189	98	3
250	190	249	202	189	88	3
250	180	249	221	189	79	3
250	180	249	221	189	79	2
251	 9	249	192	189	23	3
251	 9	249	192	189	23	1
250	254	249	182	189	44	3
250	242	249	170	189	68	3
250	231	249	161	189	88	3
250	218	249	152	189	110	3
250	202	249	142	189	136	3
250	182	249	133	189	165	3
250	170	249	128	189	182	3
250	154	249	124	189	202	3
250	139	249	122	189	219	3
250	130	249	120	189	230	3
250	130	249	120	189	230	2
250	191	249	 3	190	30	3
250	191	249	 3	190	30	1
250	185	249	23	190	16	3
250	176	249	48	190	 0	3
250	166	249	70	189	244	3
250	152	249	98	189	230	3
250	138	249	126	189	216	3
250	130	249	148	189	202	3
250	118	249	171	189	191	3
250	106	249	193	189	181	3
250	106	249	193	189	181	2
250	148	249	197	189	135	3
250	148	249	197	189	135	1
250	135	249	209	189	136	3
250	119	249	212	189	149	3
250	105	249	217	189	158	3
250	90	249	223	189	167	3
250	73	249	226	189	181	3
250	73	249	226	189	181	2
250	130	248	218	190	132	3
250	130	248	218	190	132	1
250	124	248	240	190	116	3
250	114	249	14	190	96	3
250	106	249	38	190	80	3
250	96	249	62	190	66	3
250	83	249	94	190	47	3
250	71	249	124	190	29	3
250	60	249	155	190	 9	3
250	46	249	188	189	246	3
250	38	249	211	189	231	3
250	29	249	233	189	218	3
250	26	249	241	189	213	3
250	26	249	241	189	213	3
250	26	249	241	189	213	3
250	26	249	241	189	213	2
