251	147	249	71	189	 6	3
251	147	249	71	189	 6	1
251	133	249	50	189	41	3
251	115	249	33	189	76	3
251	95	249	14	189	115	3
251	73	248	252	189	155	3
251	46	248	240	189	194	3
251	22	248	229	189	229	3
250	254	248	221	190	 5	3
250	223	248	214	190	43	3
250	190	248	209	190	81	3
250	157	248	211	190	112	3
250	131	248	211	190	138	3
250	110	248	214	190	156	3
250	110	248	214	190	156	2
251	149	249	91	188	240	3
251	149	249	91	188	240	1
251	124	249	101	188	255	3
251	107	249	121	188	252	3
251	96	249	136	188	248	3
251	83	249	154	188	243	3
251	66	249	181	188	233	3
251	54	249	201	188	225	3
251	43	249	222	188	215	3
251	27	249	245	188	208	3
251	13	250	 9	188	202	3
250	255	250	36	188	189	3
250	240	250	58	188	182	3
250	227	250	79	188	174	3
250	212	250	107	188	161	3
250	194	250	134	188	152	3
250	179	250	152	188	149	3
250	167	250	149	188	164	3
250	165	250	135	188	180	3
250	158	250	112	188	210	3
250	148	250	100	188	232	3
250	137	250	83	189	 4	3
250	126	250	72	189	26	3
250	110	250	60	189	54	3
250	98	250	50	189	76	3
250	82	250	42	189	100	3
250	67	250	34	189	123	3
250	49	250	29	189	146	3
250	34	250	25	189	165	3
250	17	250	19	189	188	3
250	 1	250	13	189	210	3
249	243	250	 8	189	229	3
249	232	249	251	189	253	3
249	239	249	233	190	 8	3
249	251	249	212	190	17	3
250	16	249	196	190	12	3
250	38	249	187	189	255	3
250	59	249	181	189	240	3
250	79	249	180	189	221	3
250	100	249	170	189	210	3
250	100	249	170	189	210	2
251	78	249	85	189	61	3
251	78	249	85	189	61	1
251	66	249	106	189	52	3
251	56	249	122	189	46	3
251	45	249	136	189	43	3
251	31	249	155	189	38	3
251	19	249	177	189	28	3
251	 2	249	207	189	15	3
250	245	249	226	189	 9	3
250	235	249	245	189	 0	3
250	223	250	 8	188	249	3
250	211	250	29	188	240	3
250	205	250	39	188	236	3
250	205	250	39	188	236	2
251	12	249	47	189	165	3
251	12	249	47	189	165	1
250	254	249	78	189	148	3
250	243	249	98	189	139	3
250	236	249	117	189	127	3
250	218	249	144	189	118	3
250	205	249	167	189	108	3
250	193	249	186	189	101	3
250	186	249	200	189	94	3
250	172	249	223	189	85	3
250	161	249	241	189	78	3
250	161	249	241	189	78	2
251	22	249	168	189	34	3
251	22	249	168	189	34	1
251	12	249	156	189	56	3
251	 1	249	146	189	77	3
250	246	249	140	189	94	3
250	236	249	132	189	112	3
250	225	249	123	189	132	3
250	211	249	118	189	151	3
250	201	249	111	189	168	3
250	190	249	106	189	184	3
250	176	249	102	189	202	3
250	159	249	99	189	222	3
250	152	249	98	189	230	3
250	152	249	98	189	230	2
250	203	248	251	190	26	3
250	203	248	251	190	26	1
250	195	249	 7	190	22	3
250	189	249	22	190	13	3
250	184	249	37	190	 3	3
250	174	249	59	189	247	3
250	165	249	80	189	235	3
250	155	249	103	189	222	3
250	146	249	122	189	212	3
250	139	249	137	189	204	3
250	126	249	166	189	188	3
250	111	249	196	189	173	3
250	102	249	216	189	162	3
250	91	249	237	189	152	3
250	86	249	252	189	142	3
250	86	249	252	189	142	2
250	156	249	193	189	131	3
250	156	249	193	189	131	1
250	139	249	203	189	138	3
250	125	249	210	189	145	3
250	112	249	212	189	156	3
250	92	249	216	189	172	3
250	77	249	224	189	179	3
250	77	249	224	189	179	2
250	133	248	225	190	122	3
250	133	248	225	190	122	1
250	126	248	247	190	107	3
250	119	249	14	190	91	3
250	107	249	42	190	75	3
250	97	249	73	190	54	3
250	85	249	101	190	38	3
250	77	249	120	190	27	3
250	71	249	137	190	16	3
250	65	249	151	190	 8	3
250	57	249	167	190	 0	3
250	47	249	186	189	247	3
250	45	249	202	189	233	3
250	39	249	219	189	222	3
250	39	249	219	189	222	2
