251	155	249	23	189	46	3
251	155	249	23	189	46	1
251	131	249	54	189	39	3
251	107	249	87	189	30	3
251	88	249	116	189	20	3
251	66	249	150	189	 8	3
251	44	249	183	188	253	3
251	25	249	215	188	240	3
251	25	249	215	188	240	2
251	95	249	208	188	177	3
251	95	249	208	188	177	1
251	90	249	189	188	201	3
251	81	249	171	188	228	3
251	73	249	157	188	250	3
251	59	249	139	189	26	3
251	46	249	121	189	57	3
251	32	249	105	189	87	3
251	15	249	89	189	120	3
250	253	249	80	189	147	3
250	235	249	68	189	177	3
250	226	249	65	189	189	3
250	226	249	65	189	189	2
251	73	249	145	189	 6	3
251	73	249	145	189	 6	1
251	73	249	121	189	30	3
251	72	249	97	189	55	3
251	68	249	72	189	84	3
251	63	249	46	189	115	3
251	60	249	17	189	147	3
251	54	248	248	189	178	3
251	49	249	13	189	162	3
251	48	249	34	189	142	3
251	46	249	54	189	124	3
251	41	249	79	189	104	3
251	39	249	100	189	85	3
251	36	249	117	189	71	3
251	32	249	131	189	61	3
251	23	249	150	189	51	3
251	23	249	169	189	32	3
251	15	249	196	189	13	3
251	15	249	196	189	13	2
251	25	249	168	189	31	3
251	25	249	168	189	31	1
251	15	249	185	189	24	3
251	 2	249	210	189	12	3
250	242	249	236	189	 2	3
250	229	250	 2	188	249	3
250	214	250	26	188	240	3
250	199	250	54	188	227	3
250	184	250	77	188	219	3
250	169	250	104	188	207	3
250	156	250	125	188	199	3
250	147	250	147	188	186	3
250	147	250	147	188	186	2
250	255	250	92	188	133	3
250	255	250	92	188	133	1
250	253	250	77	188	150	3
250	250	250	61	188	169	3
250	244	250	45	188	191	3
250	237	250	26	188	217	3
250	228	250	12	188	240	3
250	215	249	254	189	11	3
250	205	249	233	189	42	3
250	194	249	217	189	69	3
250	182	249	211	189	87	3
250	167	249	204	189	109	3
250	154	249	197	189	129	3
250	141	249	192	189	147	3
250	141	249	192	189	147	2
250	228	249	252	189	 0	3
250	228	249	252	189	 0	1
250	229	249	226	189	25	3
250	229	249	200	189	51	3
250	232	249	174	189	74	3
250	234	249	155	189	91	3
250	238	249	134	189	108	3
250	241	249	123	189	116	3
250	248	249	104	189	128	3
250	254	249	85	189	141	3
250	254	249	85	189	141	2
250	230	249	175	189	75	3
250	230	249	175	189	75	1
250	219	249	191	189	70	3
250	205	249	212	189	63	3
250	187	249	238	189	55	3
250	172	250	 2	189	50	3
250	156	250	26	189	42	3
250	136	250	56	189	32	3
250	116	250	83	189	25	3
250	95	250	111	189	18	3
250	76	250	136	189	12	3
250	62	250	152	189	10	3
250	62	250	152	189	10	2
250	211	249	118	189	151	3
250	211	249	118	189	151	1
250	202	249	100	189	178	3
250	200	249	83	189	197	3
250	201	249	60	189	219	3
250	197	249	34	189	249	3
250	201	249	 7	190	16	3
250	201	248	241	190	38	3
250	213	248	216	190	51	3
250	213	248	216	190	51	2
250	191	249	74	189	215	3
250	191	249	74	189	215	1
250	184	249	87	189	209	3
250	177	249	109	189	194	3
250	166	249	127	189	187	3
250	152	249	156	189	172	3
250	138	249	184	189	158	3
250	133	249	168	189	179	3
250	121	249	150	189	209	3
250	113	249	128	189	239	3
250	103	249	117	190	 4	3
250	96	249	97	190	31	3
250	81	249	70	190	73	3
250	67	249	49	190	108	3
250	57	249	26	190	141	3
250	43	249	 6	190	175	3
250	30	248	238	190	212	3
250	22	248	215	190	243	3
250	11	248	188	191	25	3
250	11	248	188	191	25	2
250	172	249	39	190	13	3
250	172	249	39	190	13	1
250	153	249	56	190	15	3
250	134	249	67	190	23	3
250	117	249	83	190	24	3
250	93	249	101	190	30	3
250	73	249	114	190	37	3
250	48	249	133	190	43	3
250	48	249	133	190	43	2
