251	109	249	10	189	105	3
251	109	249	10	189	105	1
251	89	249	 7	189	128	3
251	69	249	 3	189	152	3
251	47	249	 3	189	174	3
251	29	249	 3	189	192	3
251	10	249	 5	189	209	3
250	245	249	 8	189	227	3
250	224	249	16	189	240	3
250	224	249	16	189	240	2
251	80	249	19	189	125	3
251	80	249	19	189	125	1
251	59	249	56	189	109	3
251	45	249	85	189	94	3
251	32	249	107	189	85	3
251	19	249	130	189	75	3
251	 2	249	159	189	63	3
250	241	249	197	189	42	3
250	222	249	228	189	30	3
250	207	250	 2	189	15	3
250	188	250	29	189	 7	3
250	170	250	50	189	 4	3
250	156	250	55	189	13	3
250	151	250	34	189	39	3
250	153	250	11	189	60	3
250	148	249	249	189	83	3
250	144	249	231	189	105	3
250	138	249	220	189	122	3
250	137	249	200	189	143	3
250	132	249	184	189	164	3
250	132	249	184	189	164	2
250	245	249	23	189	212	3
250	245	249	23	189	212	1
250	234	249	47	189	199	3
250	217	249	74	189	189	3
250	203	249	98	189	179	3
250	194	249	115	189	171	3
250	175	249	147	189	158	3
250	163	249	170	189	147	3
250	145	249	196	189	139	3
250	129	249	228	189	123	3
250	129	249	228	189	123	2
251	63	249	246	188	171	3
251	63	249	246	188	171	1
251	58	249	223	188	199	3
251	49	249	200	188	231	3
251	39	249	183	189	 2	3
251	26	249	165	189	33	3
251	10	249	149	189	65	3
250	251	249	135	189	94	3
250	228	249	120	189	132	3
250	209	249	110	189	161	3
250	183	249	95	189	202	3
250	162	249	90	189	228	3
250	140	249	85	189	255	3
250	113	249	83	190	28	3
250	90	249	80	190	54	3
250	65	249	82	190	77	3
250	40	249	81	190	103	3
250	13	249	86	190	125	3
249	241	249	92	190	147	3
249	241	249	92	190	147	2
